-7.482402944103516695e+00,-2.531457880171021557e+01
3.082568099322135780e+01,3.404459563438536662e+01
-2.113228160900470698e+01,2.000836372813417796e+01
-5.289169164654898481e+01,-1.874089870519617840e+00
-5.482355542019698191e+01,4.666025878624512302e+01
-4.911158006496950179e+01,-1.425988220825112007e+00
-6.299197353473199712e+01,-3.810272111430541031e+01
-4.041852683840845373e+01,6.798651228647580425e+00
1.380566019792887955e+00,3.082048439827938324e+01
-4.896782009455363038e+01,4.697077838694571028e+01
-5.393485836319982951e+01,-1.579649420491928069e+01
-4.234061437659208593e+01,5.827317103489529693e+00
-5.131389035748993876e+01,-7.579798430964240552e+00
-5.686044574378171745e+01,-2.606718033178458427e+01
-5.256751842156792520e+01,-5.514572661332028503e+01
8.103151302080590312e+00,2.546477394327725818e+01
-4.269744801583136251e+01,3.220046868435154863e+00
-4.546025399092931707e+01,4.370889996994694826e+00
-5.835645232347969369e+01,4.667907077381416059e+01
-4.516684085232471801e+01,-2.429368184469633007e+01
3.082568099322140043e+01,3.404459563438538794e+01
-3.184548809889833976e+01,4.040023063583962681e+01
2.854064152876159710e+01,1.318563875051098577e+01
-4.053733906292411149e+01,4.957812770408779812e+01
-2.223626887509031391e+01,2.250775147075566096e+01
-4.596876572656302784e+01,2.911545442922533411e+01
-2.835892020411375825e+01,3.444490438084326200e+01
-5.988483410833228504e+01,4.486098851141852606e+01
-5.990820891913632806e+01,-5.405464389278299819e+01
-4.944139678700882001e+01,-1.419723495086900478e+01
2.921158726146623152e+01,3.543979991517500139e+01
-4.151423274334612046e+01,-1.172078264200753317e+01
-4.574986657540748780e+01,-1.895767446939493794e+01
-5.228453143224843558e+01,-2.739532762947596112e+01
-5.016549533984478870e+01,-1.982809570762721307e+01
2.988162040362104221e+01,2.848701787280271347e+01
-4.867382997856166327e+01,-1.567377989206322830e+01
-5.289169164654901323e+01,-1.874089870519609402e+00
-4.998110133006962741e+01,-1.401686927798396098e+01
-5.289084532604853450e+01,5.633697731641753847e+01
-5.328681678518567111e+01,5.650313918750182296e+01
-5.482355542019699612e+01,4.666025878624511591e+01
-4.911158006496950890e+01,-1.425988220825078701e+00
2.535865876452125534e+01,2.937241716601975838e+01
-6.299197353473199712e+01,-3.810272111430541031e+01
-4.041852683840845373e+01,6.798651228647580425e+00
-5.047678330348337283e+01,-1.375101144381121010e+01
-4.896782009455365170e+01,4.697077838694571028e+01
-5.131389035748992455e+01,-7.579798430964232558e+00
3.066132699815186768e+01,2.967333657291338156e+01
-2.858383053263150231e+01,-2.837941153766533731e+01
-5.686044574378168903e+01,-2.606718033178456295e+01
-5.256751842156792520e+01,-5.514572661332026371e+01
-4.269744801583138383e+01,3.220046868435138432e+00
-5.156713563328765559e+01,-1.701567225464229338e+01
-5.835645232347967948e+01,4.667907077381417480e+01
-5.321940179131712512e+01,5.038795027871793053e+01
3.383267733617824291e+01,3.566534858501572813e+01
3.171131985654421470e+01,3.740784053307798018e+01
2.698282688959834275e+01,2.861673500181959895e+01
-3.542437694173348461e+01,2.765424310189052548e+01
-3.200073193091148482e+01,1.095120704613304596e+01
-4.231633242567680497e+01,4.587944618703943434e+01
-3.862137977675689626e+01,1.351410685953265833e+01
-3.216228356617614281e+01,9.637904003060016933e+00
-4.268037190773885214e+01,-1.355914251927039693e+01
-3.554977091046902160e+01,4.151665809610712188e+01
-2.453250372076050922e+01,2.680639878471298942e+01
5.211499939650469315e+01,7.452868705286700646e+00
1.888914575909197069e+01,1.301771946064810770e+01
2.918039168988975618e+01,2.219538156646559202e+01
5.193749616998074359e+00,2.599847267141099039e+01
2.982800412657352496e+01,2.831007296436673926e+01
-2.581849762821311955e+01,9.994048498988740148e-01
4.876805429158746819e+01,1.516091842320624572e+01
-2.731579711118859422e+01,1.808499678526982457e-01
3.088053461912778275e+01,2.681689106500178710e+01
6.291339944613128843e+00,-1.852467085743845843e+01
1.390260473867887470e+01,5.211822357100946590e+01
1.601314420454283294e+01,-1.103008942182308871e+01
2.087078371201170413e+01,-1.980050357305560738e+01
1.654555612694935718e+01,4.159631558661907036e+01
5.785504556369764906e+00,2.012341200307450961e+01
3.909568787993270345e+00,5.239821583012655992e+01
3.207927302526358204e+01,-4.852174706035619778e+01
3.263135257085905749e+01,1.938645921294877894e+01
2.276167599509838979e+01,-4.018199267199697999e+01
-5.740592669901471545e+00,8.503528534502102332e+00
3.664146153835137909e+01,-1.919894943855360525e+00
1.868708814738063850e+01,2.032775684922670578e+01
8.455245054319156850e+00,5.213262454018964576e+01
3.381990394054625426e+01,4.664276616691859090e+01
1.087390829198665188e+01,1.983516432291987996e+01
-5.230312476132140453e+00,-1.017757153409060322e+01
2.242184049416381342e+01,1.254899536822603245e+01
5.484218072770462982e+01,-1.036560495333831788e+01
4.868198677685403375e+00,2.309754220900965294e+01
2.597270236554699707e+01,2.947806417740913787e+01
3.633210037860334296e+01,4.139425819243649940e+00
1.295718335793960030e+01,1.534108821758453090e+01
4.413208457778728899e+01,7.334460740591300265e+00
1.419033745990689788e+01,-2.939521266475728822e+01
3.501816355409279424e+01,-4.142440488579413937e+01
4.834227966011560795e+01,-2.025494958211222141e+01
3.451174904474802219e+01,-3.730827565495803100e+01
4.842056988615077984e+01,-2.052547459099092464e+01
4.078896899187968472e+01,-2.246833135781179536e+01
3.105538157946358524e+01,-6.807701919420542147e+00
1.451668716732145903e+01,-2.304244122566838016e+01
7.823632699711787097e+00,-2.241922211335081627e+01
3.738996963047357980e+01,-3.402192189511310971e+01
5.034450852188165904e+00,-7.380488946155406182e+00
9.862527097222191230e+00,1.889509681832462817e+01
2.717927050371573827e+01,2.024842723205934192e+01
1.744325848992230732e+01,-4.027070420813047491e+01
4.288311088032866536e+01,-2.464511139449957611e+01
-9.648560627475796236e-01,8.094898380279133221e+00
2.788812410438170630e+01,2.900950025036568647e+01
-1.861508451466349356e+01,-1.094182178452682663e+01
-6.524654509645108069e-01,-1.261315546947628974e+01
2.757102177776241447e+01,-3.271332520470684813e+01
3.293228565894235071e+00,-8.974286013587734701e+00
2.009351598605599776e+01,-8.843169890775381958e+00
3.404555605890722259e+00,5.633210719319578175e+00
-4.911188401032658390e+01,-2.191612597529026019e+01
-4.194704214858767699e+01,1.184883310759005148e+01
-4.783088855264478667e+01,5.915251477242363443e+00
-4.181155565496502646e+01,6.261819342660484011e+00
-4.268851537514961336e+01,1.133327268673330757e+01
-4.189197360758364397e+01,1.549027399210042333e+01
-4.164182381348538087e+01,1.569793823703632718e+01
-3.983054618436762695e+01,-1.805727408131446765e+01
-2.928198380412081647e+01,-2.117923021221523316e-01
-2.486196790624312669e+01,2.322317506747665661e+01
-3.857095646101031861e+01,-1.131348150751819936e+01
-4.295832564592246428e+01,5.720548374347963261e+00
-3.648615646447512262e+01,-9.288624324537183341e+00
-4.819309878400564173e+01,5.594744444039423392e+00
-4.120932470093944033e+01,-1.412148358633579681e+00
-4.474008978368021161e+01,-5.898318571843108593e+00
-4.788806189599321783e+01,4.137093303444830283e+00
-4.273632415530257589e+01,6.952315759572336162e+00
3.441069418780619316e+01,-4.218144911686646736e+01
-4.708870335041393673e+01,-4.438370666254043329e+01
-2.915539886414403270e+01,-3.704122689277932778e+01
-3.520271444918688530e+01,-4.023267047426752185e+01
-3.616416061301930540e+01,-2.137705453766388786e+01
-3.858506891764081104e+01,-3.448067765472684698e+01
-3.505328433435079916e+01,-4.013552715484976119e+01
-3.835483762849599287e+01,-3.393941299209309648e+01
-3.853806641008140588e+01,-3.289449134964471000e+01
-2.482898200721593085e+01,-3.699761229624741787e+01
-3.337025425056015138e+01,-2.719185657394273647e+01
-2.968426245794379170e+01,-3.718545245338370364e+01
-2.604092400818957387e+01,-3.741578492212940432e+01
-2.632124711772029357e+01,-2.866100025600869827e+01
-2.556748705225174945e+01,-2.831223610381798039e+01
-2.655535263495167086e+01,-2.441594052740193987e+01
-3.724188194930258078e+01,-3.794561364888353694e+01
-4.816370444349281144e+01,2.932459908549766237e+00
-4.766454682779235696e+01,2.940189669957253393e+00
-4.547488421028710803e+01,-5.204399381417029957e+00
-4.146945458177542321e+01,-4.202585796965424336e+00
-4.837481132422152541e+01,-3.416698262340267434e+01
-3.051370117467485699e+01,-2.763046042348021558e+01
